,date,month,year,bu,Conformance CALC,System Outage (hrs),Unplanned out % CALC,Shrinkage % CALC,aht,Attrition %
3080,2020-03-16,March,2020,Client Transactions,0.893922529,0.0,3%,27%,321.7309644670051,0.048780488
3081,2020-03-16,March,2020,Participant Transactions,0.975100395,0.0,4%,16%,674.1629370629371,0.032258065
3082,2020-03-16,March,2020,RAM,0.937809462,0.0,3%,21%,1073.340611353712,0.022727273
3083,2020-03-16,March,2020,RCS PHONES,#DIV/0!,8.666666667000001,1%,28%,,0.111111111
3084,2020-03-16,March,2020,RIS,0.969662762,10.08333333,8%,29%,681.6714628297362,0.017094017
3085,2020-03-16,March,2020,SCS,#DIV/0!,15.88333333,10%,32%,,
3086,2020-03-16,March,2020,WISE,0.941839019,2.75,8%,21%,604.1731854639073,0.007246376999999998
3087,2020-03-17,March,2020,Client Transactions,0.976528447,0.0,0%,18%,397.14686998394865,0.048780488
3088,2020-03-17,March,2020,Participant Transactions,0.944421384,0.0,1%,18%,668.3737730663526,0.032258065
3089,2020-03-17,March,2020,RAM,0.950821244,0.0,9%,28%,1083.0883956386292,0.022727273
3090,2020-03-17,March,2020,RCS PHONES,#DIV/0!,8.45,0%,26%,,0.111111111
3091,2020-03-17,March,2020,RIS,0.924577422,41.05,5%,32%,657.8189873417722,0.017094017
3092,2020-03-17,March,2020,SCS,#DIV/0!,67.01666667,4%,35%,,
3093,2020-03-17,March,2020,WISE,0.924743222,0.0,9%,24%,616.3040494938133,0.007246376999999998
3094,2020-03-18,March,2020,Client Transactions,0.964667079,0.0,0%,14%,422.69489414694897,0.048780488
3095,2020-03-18,March,2020,Participant Transactions,0.926137243,0.0,4%,22%,783.0224719101124,0.032258065
3096,2020-03-18,March,2020,RAM,0.947108376,14.25,2%,26%,1172.3609568560444,0.022727273
3097,2020-03-18,March,2020,RCS PHONES,#DIV/0!,2.116666667,0%,32%,,0.111111111
3098,2020-03-18,March,2020,RIS,0.983261967,28.65,6%,29%,629.7369526094781,0.017094017
3099,2020-03-18,March,2020,SCS,#DIV/0!,19.31666667,6%,30%,,
3100,2020-03-18,March,2020,WISE,0.942223749,2.0,4%,22%,615.3438924605493,0.007246376999999998
3101,2020-03-19,March,2020,Client Transactions,0.953966109,0.0,2%,19%,467.7142168674699,0.048780488
3102,2020-03-19,March,2020,Participant Transactions,0.92461987,3.75,2%,27%,747.1649159663865,0.032258065
3103,2020-03-19,March,2020,RAM,0.964665866,3.0,6%,23%,1205.5608397600686,0.022727273
3104,2020-03-19,March,2020,RCS PHONES,#DIV/0!,8.15,6%,35%,,0.111111111
3105,2020-03-19,March,2020,RIS,0.934693658,36.45,5%,28%,658.2505846976278,0.017094017
3106,2020-03-19,March,2020,SCS,#DIV/0!,21.81666667,5%,32%,,
3107,2020-03-19,March,2020,WISE,0.920588185,3.0,7%,24%,622.9637032495401,0.007246376999999998
3108,2020-03-20,March,2020,Client Transactions,0.961711236,0.0,2%,21%,387.375,0.048780488
3109,2020-03-20,March,2020,Participant Transactions,0.949305637,1.0,0%,20%,777.2005899705015,0.032258065
3110,2020-03-20,March,2020,RAM,0.974898364,3.75,4%,22%,1220.0516641828117,0.022727273
3111,2020-03-20,March,2020,RCS PHONES,#DIV/0!,0.283333333,3%,31%,,0.111111111
3112,2020-03-20,March,2020,RIS,0.98206601,35.55,7%,34%,637.7408854166666,0.017094017
3113,2020-03-20,March,2020,SCS,#DIV/0!,13.9,7%,36%,,
3114,2020-03-20,March,2020,WISE,0.961934391,0.0,9%,26%,609.2774176478371,0.007246376999999998
3129,2020-03-23,March,2020,Client Transactions,0.992958139,0.0,3%,21%,365.89572393098274,0.048780488
3130,2020-03-23,March,2020,Participant Transactions,0.918592769,0.0,2%,18%,859.8725714285714,0.032258065
3131,2020-03-23,March,2020,RAM,0.965096987,0.0,4%,18%,1145.2374508948058,0.022727273
3132,2020-03-23,March,2020,RCS PHONES,#DIV/0!,3.366666667,8%,32%,,0.111111111
3133,2020-03-23,March,2020,RIS,0.944671666,102.0666667,5%,32%,707.9616485403549,0.017094017
3134,2020-03-23,March,2020,SCS,#DIV/0!,39.98333333,12%,34%,,
3135,2020-03-23,March,2020,WISE,0.911783036,2.15,8%,21%,633.331499312242,0.007246376999999998
3136,2020-03-24,March,2020,Client Transactions,0.927391258,0.0,3%,19%,419.42295233688105,0.048780488
3137,2020-03-24,March,2020,Participant Transactions,0.964557396,0.0,1%,17%,847.4433368310598,0.032258065
3138,2020-03-24,March,2020,RAM,0.97950026,0.5,7%,25%,1062.574434299325,0.022727273
3139,2020-03-24,March,2020,RCS PHONES,#DIV/0!,0.0,0%,26%,,0.111111111
3140,2020-03-24,March,2020,RIS,0.949823802,42.95,5%,28%,639.8740690589032,0.017094017
3141,2020-03-24,March,2020,SCS,#DIV/0!,20.48333333,4%,27%,,
3142,2020-03-24,March,2020,WISE,0.963298872,4.0,3%,18%,602.4272534596683,0.007246376999999998
3143,2020-03-25,March,2020,Client Transactions,0.979107981,0.0,0%,16%,493.376370887338,0.048780488
3144,2020-03-25,March,2020,Participant Transactions,0.878403568,0.0,2%,20%,814.4399763453578,0.032258065
3145,2020-03-25,March,2020,RAM,0.982362948,8.666666667000001,3%,28%,1260.1270417422868,0.022727273
3146,2020-03-25,March,2020,RCS PHONES,#DIV/0!,7.75,0%,28%,,0.111111111
3147,2020-03-25,March,2020,RIS,0.969560562,38.9,2%,23%,635.4395840803155,0.017094017
3148,2020-03-25,March,2020,SCS,#DIV/0!,7.0,4%,28%,,
3149,2020-03-25,March,2020,WISE,0.965424582,1.266666667,5%,24%,589.8312564140156,0.007246376999999998
3150,2020-03-26,March,2020,Client Transactions,0.966193701,0.0,0%,18%,536.1148429035753,0.048780488
3151,2020-03-26,March,2020,Participant Transactions,0.885252071,0.0,1%,19%,865.32,0.032258065
3152,2020-03-26,March,2020,RAM,0.972889129,0.0,5%,25%,1192.8312948123155,0.022727273
3153,2020-03-26,March,2020,RCS PHONES,#DIV/0!,0.0,0%,28%,,0.111111111
3154,2020-03-26,March,2020,RIS,1.001306724,14.28333333,3%,31%,623.4771553436631,0.017094017
3155,2020-03-26,March,2020,SCS,#DIV/0!,12.08333333,6%,27%,,
3156,2020-03-26,March,2020,WISE,0.956231978,0.583333333,4%,24%,570.6940527283875,0.007246376999999998
3157,2020-03-27,March,2020,Client Transactions,0.89958932,0.0,0%,16%,399.1343157894737,0.048780488
3158,2020-03-27,March,2020,Participant Transactions,0.883723519,0.0,0%,17%,739.1193952033368,0.032258065
3159,2020-03-27,March,2020,RAM,0.982047489,0.0,6%,26%,1247.6861943687557,0.022727273
3160,2020-03-27,March,2020,RCS PHONES,#DIV/0!,1.133333333,6%,33%,,0.111111111
3161,2020-03-27,March,2020,RIS,0.983185085,19.03333333,1%,28%,606.5294850498339,0.017094017
3162,2020-03-27,March,2020,SCS,#DIV/0!,9.416666667000001,5%,30%,,
3163,2020-03-27,March,2020,WISE,0.965350766,0.21666666699999998,7%,26%,580.881698685541,0.007246376999999998
3178,2020-03-30,March,2020,Client Transactions,1.015426879,0.0,0%,14%,465.94232437120553,0.048780488
3179,2020-03-30,March,2020,Participant Transactions,0.964501256,0.0,0%,15%,874.0621526023244,0.032258065
3180,2020-03-30,March,2020,RAM,0.981867256,0.25,5%,18%,1101.0939393939393,0.022727273
3181,2020-03-30,March,2020,RCS PHONES,#DIV/0!,0.0,3%,25%,,0.111111111
3182,2020-03-30,March,2020,RIS,0.985789582,17.73333333,3%,21%,612.8143752060666,0.017094017
3183,2020-03-30,March,2020,SCS,#DIV/0!,20.88333333,7%,27%,,
3184,2020-03-30,March,2020,WISE,0.948337793,0.0,4%,18%,583.8143318430203,0.007246376999999998
3185,2020-03-31,March,2020,Client Transactions,0.947965823,0.0,0%,14%,372.1211003019121,0.048780488
3186,2020-03-31,March,2020,Participant Transactions,1.021878307,0.0,1%,16%,798.8824343015215,0.032258065
3187,2020-03-31,March,2020,RAM,0.977548774,0.5,1%,17%,1240.3356984478935,0.022727273
3188,2020-03-31,March,2020,RCS PHONES,#DIV/0!,3.5333333330000003,1%,25%,,0.111111111
3189,2020-03-31,March,2020,RIS,0.98633799,30.71666667,4%,22%,623.4672,0.017094017
3190,2020-03-31,March,2020,SCS,#DIV/0!,1.6333333330000002,6%,25%,,
3191,2020-03-31,March,2020,WISE,0.946680219,0.0,3%,20%,567.4709076803724,0.007246376999999998
3192,2020-04-01,April,2020,Client Transactions,0.992353066,0.0,0%,16%,549.2440217391304,0.047619048
3193,2020-04-01,April,2020,Participant Transactions,0.898743438,0.0,2%,17%,606.9814487632509,0.033333333
3194,2020-04-01,April,2020,RAM,0.986163575,2.0,3%,21%,1262.944812362031,0.023529412000000003
3195,2020-04-01,April,2020,RCS PHONES,#DIV/0!,1.033333333,0%,30%,,0.111111111
3196,2020-04-01,April,2020,RIS,0.957339431,7.15,4%,25%,620.2075090835689,0.017857143
3197,2020-04-01,April,2020,SCS,#DIV/0!,3.916666667,5%,29%,,
3198,2020-04-01,April,2020,WISE,0.969230529,1.0,3%,21%,567.4593538692712,0.0074349440000000015
3199,2020-04-02,April,2020,Client Transactions,0.926848885,0.0,0%,16%,568.0011716461629,0.047619048
3200,2020-04-02,April,2020,Participant Transactions,0.950090601,0.41666666700000005,1%,16%,683.0081743869209,0.033333333
3201,2020-04-02,April,2020,RAM,0.981047587,0.0,3%,19%,1108.0748705694941,0.023529412000000003
3202,2020-04-02,April,2020,RCS PHONES,#DIV/0!,2.066666667,0%,27%,,0.111111111
3203,2020-04-02,April,2020,RIS,0.970352564,26.88333333,2%,27%,589.6238030095759,0.017857143
3204,2020-04-02,April,2020,SCS,#DIV/0!,0.5,5%,41%,,
3205,2020-04-02,April,2020,WISE,0.967403318,2.0,3%,24%,571.5818385650224,0.0074349440000000015
3206,2020-04-03,April,2020,Client Transactions,0.956487847,0.0,0%,17%,442.20885466794994,0.047619048
3207,2020-04-03,April,2020,Participant Transactions,0.952824536,0.0,3%,19%,672.3666053357865,0.033333333
3208,2020-04-03,April,2020,RAM,0.971426273,8.916666667000001,7%,25%,1129.2291978076732,0.023529412000000003
3209,2020-04-03,April,2020,RCS PHONES,#DIV/0!,0.8666666670000001,0%,29%,,0.111111111
3210,2020-04-03,April,2020,RIS,0.954822978,24.6,3%,26%,596.2255574614065,0.017857143
3211,2020-04-03,April,2020,SCS,#DIV/0!,5.5,4%,31%,,
3212,2020-04-03,April,2020,WISE,0.955522116,3.8,7%,28%,562.6872933396315,0.0074349440000000015
3227,2020-04-06,April,2020,Client Transactions,0.967875166,0.0,0%,12%,434.30599647266314,0.047619048
3228,2020-04-06,April,2020,Participant Transactions,0.994571945,0.0,2%,24%,698.2288098375055,0.033333333
3229,2020-04-06,April,2020,RAM,0.973633929,1.516666667,4%,16%,1046.7781166603127,0.023529412000000003
3230,2020-04-06,April,2020,RCS PHONES,#DIV/0!,0.333333333,0%,23%,,0.111111111
3231,2020-04-06,April,2020,RIS,0.985145764,34.13333333,5%,26%,599.2061019149627,0.017857143
3232,2020-04-06,April,2020,SCS,#DIV/0!,9.9,5%,28%,,
3233,2020-04-06,April,2020,WISE,0.945728784,12.68333333,4%,21%,572.6325355177269,0.0074349440000000015
3234,2020-04-07,April,2020,Client Transactions,0.858337982,0.0,0%,12%,545.167297979798,0.047619048
3235,2020-04-07,April,2020,Participant Transactions,0.878218674,0.0,0%,19%,762.3536995515695,0.033333333
3236,2020-04-07,April,2020,RAM,0.977215984,4.833333333,4%,19%,1018.0629126213593,0.023529412000000003
3237,2020-04-07,April,2020,RCS PHONES,#DIV/0!,9.166666667000001,0%,27%,,0.111111111
3238,2020-04-07,April,2020,RIS,0.926718961,15.83333333,1%,24%,635.1936226166995,0.017857143
3239,2020-04-07,April,2020,SCS,#DIV/0!,3.916666667,2%,43%,,
3240,2020-04-07,April,2020,WISE,0.947932546,11.45,2%,22%,564.9801294595815,0.0074349440000000015
3241,2020-04-08,April,2020,Client Transactions,0.869551138,0.0,0%,15%,523.793349168646,0.047619048
3242,2020-04-08,April,2020,Participant Transactions,0.875822892,0.0,3%,22%,800.2688311688312,0.033333333
3243,2020-04-08,April,2020,RAM,0.981802838,2.0,4%,18%,1020.7735773975328,0.023529412000000003
3244,2020-04-08,April,2020,RCS PHONES,#DIV/0!,9.583333332999999,1%,30%,,0.111111111
3245,2020-04-08,April,2020,RIS,0.912081176,22.91666667,2%,28%,605.0115284492376,0.017857143
3246,2020-04-08,April,2020,SCS,#DIV/0!,6.75,3%,44%,,
3247,2020-04-08,April,2020,WISE,0.955832016,6.15,4%,25%,559.5081658291457,0.0074349440000000015
3248,2020-04-09,April,2020,Client Transactions,0.929875309,0.0,0%,26%,404.4293893129771,0.047619048
3249,2020-04-09,April,2020,Participant Transactions,0.835557189,2.5,0%,20%,849.6489590811199,0.033333333
3250,2020-04-09,April,2020,RAM,0.978711111,2.25,6%,27%,1096.4923150816524,0.023529412000000003
3251,2020-04-09,April,2020,RCS PHONES,#DIV/0!,10.0,0%,30%,,0.111111111
3252,2020-04-09,April,2020,RIS,0.939743844,6.5,2%,29%,604.6527366863905,0.017857143
3253,2020-04-09,April,2020,SCS,#DIV/0!,6.333333333,6%,47%,,
3254,2020-04-09,April,2020,WISE,0.951434959,3.583333333,4%,27%,585.1034160037435,0.0074349440000000015
3255,2020-04-10,April,2020,Client Transactions,1.111111112,0.0,#DIV/0!,#DIV/0!,37.82231404958678,0.047619048
3256,2020-04-10,April,2020,Participant Transactions,1.126612903,0.0,#DIV/0!,#DIV/0!,3318.448275862069,0.033333333
3257,2020-04-10,April,2020,RAM,#DIV/0!,0.0,#DIV/0!,#DIV/0!,0.0,0.023529412000000003
3258,2020-04-10,April,2020,RCS PHONES,#DIV/0!,0.0,#DIV/0!,#DIV/0!,,0.111111111
3259,2020-04-10,April,2020,RIS,#DIV/0!,0.0,0%,100%,,0.017857143
3260,2020-04-10,April,2020,SCS,#DIV/0!,0.0,#DIV/0!,#DIV/0!,,
3261,2020-04-10,April,2020,WISE,#DIV/0!,0.0,#DIV/0!,#DIV/0!,,0.0074349440000000015
3276,2020-04-13,April,2020,Client Transactions,0.95206494,0.0,5%,25%,387.52236782647987,0.047619048
3277,2020-04-13,April,2020,Participant Transactions,1.008238146,3.0,3%,24%,659.660404112017,0.033333333
3278,2020-04-13,April,2020,RAM,0.983505737,2.416666667,8%,27%,981.3153092260899,0.023529412000000003
3279,2020-04-13,April,2020,RCS PHONES,#DIV/0!,14.01666667,6%,36%,,0.111111111
3280,2020-04-13,April,2020,RIS,0.974567845,20.05,6%,23%,640.7454772301934,0.017857143
3281,2020-04-13,April,2020,SCS,#DIV/0!,14.23333333,8%,36%,,
3282,2020-04-13,April,2020,WISE,0.957314846,17.5,8%,22%,710.8134138588684,0.0074349440000000015
3283,2020-04-14,April,2020,Client Transactions,0.884047216,0.0,1%,19%,426.1329949238579,0.047619048
3284,2020-04-14,April,2020,Participant Transactions,1.030198561,0.0,0%,18%,551.5205479452055,0.033333333
3285,2020-04-14,April,2020,RAM,0.974039223,9.0,1%,27%,1143.5345802522836,0.023529412000000003
3286,2020-04-14,April,2020,RCS PHONES,#DIV/0!,9.15,0%,21%,,0.111111111
3287,2020-04-14,April,2020,RIS,0.984502183,15.65,4%,30%,639.1687227866473,0.017857143
3288,2020-04-14,April,2020,SCS,#DIV/0!,0.916666667,5%,44%,,
3289,2020-04-14,April,2020,WISE,0.946198191,5.5,6%,18%,688.1304735376044,0.0074349440000000015
3290,2020-04-15,April,2020,Client Transactions,0.934716378,0.0,0%,12%,292.0185862279098,0.047619048
3291,2020-04-15,April,2020,Participant Transactions,0.971806884,0.0,1%,18%,583.617680826636,0.033333333
3292,2020-04-15,April,2020,RAM,0.98859553,3.833333333,3%,29%,1102.7886488775941,0.023529412000000003
3293,2020-04-15,April,2020,RCS PHONES,#DIV/0!,8.733333333,0%,25%,,0.111111111
3294,2020-04-15,April,2020,RIS,0.93593314,14.45,2%,33%,625.5170151701517,0.017857143
3295,2020-04-15,April,2020,SCS,#DIV/0!,2.4666666669999997,9%,50%,,
3296,2020-04-15,April,2020,WISE,0.948458736,10.2,6%,23%,650.8318573334951,0.0074349440000000015
3297,2020-04-16,April,2020,Client Transactions,0.972368559,0.0,0%,14%,326.9917081260365,0.047619048
3298,2020-04-16,April,2020,Participant Transactions,0.981123314,4.166666667,1%,18%,619.5128623928134,0.033333333
3299,2020-04-16,April,2020,RAM,0.957389403,0.25,2%,29%,1160.1461067366579,0.023529412000000003
3300,2020-04-16,April,2020,RCS PHONES,#DIV/0!,9.933333333,6%,35%,,0.111111111
3301,2020-04-16,April,2020,RIS,0.985498511,7.35,1%,37%,615.5719111969112,0.017857143
3302,2020-04-16,April,2020,SCS,#DIV/0!,4.583333333,4%,51%,,
3303,2020-04-16,April,2020,WISE,0.954636517,0.0,7%,25%,644.7517177589853,0.0074349440000000015
3304,2020-04-17,April,2020,Client Transactions,0.991192214,0.0,1%,14%,382.1032882011605,0.047619048
3305,2020-04-17,April,2020,Participant Transactions,1.014107687,0.0,1%,21%,574.4682790045566,0.033333333
3306,2020-04-17,April,2020,RAM,0.964187962,0.75,2%,29%,1191.880706921944,0.023529412000000003
3307,2020-04-17,April,2020,RCS PHONES,#DIV/0!,9.0,0%,30%,,0.111111111
3308,2020-04-17,April,2020,RIS,0.992156481,13.43333333,3%,36%,614.241935483871,0.017857143
3309,2020-04-17,April,2020,SCS,#DIV/0!,12.26666667,4%,45%,,
3310,2020-04-17,April,2020,WISE,0.948112136,5.0,9%,24%,696.6495298571255,0.0074349440000000015
3325,2020-04-20,April,2020,Client Transactions,0.9390681,0.0,0%,22%,335.8236220472441,0.047619048
3326,2020-04-20,April,2020,Participant Transactions,1.020743435,0.0,4%,19%,578.8802992518703,0.033333333
3327,2020-04-20,April,2020,RAM,0.976995942,3.083333333,4%,23%,1039.6504424778761,0.023529412000000003
3328,2020-04-20,April,2020,RCS PHONES,#DIV/0!,9.333333332999999,0%,18%,,0.111111111
3329,2020-04-20,April,2020,RIS,0.961160729,14.78333333,7%,25%,609.5283560660445,0.017857143
3330,2020-04-20,April,2020,SCS,#DIV/0!,22.51666667,8%,37%,,
3331,2020-04-20,April,2020,WISE,0.943897153,22.3,11%,25%,695.4948791478902,0.0074349440000000015
3332,2020-04-21,April,2020,Client Transactions,0.913057878,0.0,0%,23%,404.765426283561,0.047619048
3333,2020-04-21,April,2020,Participant Transactions,0.978096988,10.0,5%,22%,508.99282541851727,0.033333333
3334,2020-04-21,April,2020,RAM,0.945620954,2.5,2%,31%,1194.2741857073408,0.023529412000000003
3335,2020-04-21,April,2020,RCS PHONES,#DIV/0!,1.5,0%,26%,,0.111111111
3336,2020-04-21,April,2020,RIS,0.954027409,32.38333333,2%,27%,644.9478425794215,0.017857143
3337,2020-04-21,April,2020,SCS,#DIV/0!,14.75,6%,49%,,
3338,2020-04-21,April,2020,WISE,0.941378944,51.81666667,4%,25%,680.9405929038282,0.0074349440000000015
3339,2020-04-22,April,2020,Client Transactions,1.024541402,0.0,0%,19%,474.8738476467734,0.047619048
3340,2020-04-22,April,2020,Participant Transactions,0.979745775,0.0,5%,22%,487.5022624434389,0.033333333
3341,2020-04-22,April,2020,RAM,0.972060298,0.0,2%,34%,1193.6244131455398,0.023529412000000003
3342,2020-04-22,April,2020,RCS PHONES,#DIV/0!,0.26666666699999997,1%,38%,,0.111111111
3343,2020-04-22,April,2020,RIS,0.992080901,19.93333333,4%,30%,617.6606875934231,0.017857143
3344,2020-04-22,April,2020,SCS,#DIV/0!,9.45,2%,46%,,
3345,2020-04-22,April,2020,WISE,0.942080731,8.683333333,5%,25%,654.8739919354839,0.0074349440000000015
3346,2020-04-23,April,2020,Client Transactions,0.998057865,0.0,0%,19%,496.36047717842325,0.047619048
3347,2020-04-23,April,2020,Participant Transactions,0.980588113,0.0,5%,19%,580.1996867658575,0.033333333
3348,2020-04-23,April,2020,RAM,0.968392965,0.0,2%,36%,1128.0316426244765,0.023529412000000003
3349,2020-04-23,April,2020,RCS PHONES,#DIV/0!,3.9666666669999997,1%,35%,,0.111111111
3350,2020-04-23,April,2020,RIS,1.014438698,16.38333333,2%,34%,601.0215541690301,0.017857143
3351,2020-04-23,April,2020,SCS,#DIV/0!,4.233333333,3%,45%,,
3352,2020-04-23,April,2020,WISE,0.950732456,14.56666667,5%,26%,657.6080449017774,0.0074349440000000015
3353,2020-04-24,April,2020,Client Transactions,1.01240551,0.0,0%,21%,458.9003558718861,0.047619048
3354,2020-04-24,April,2020,Participant Transactions,0.982943239,0.0,5%,21%,356.5181871231278,0.033333333
3355,2020-04-24,April,2020,RAM,0.970359308,1.966666667,4%,36%,1201.5527584359936,0.023529412000000003
3356,2020-04-24,April,2020,RCS PHONES,#DIV/0!,0.0,4%,33%,,0.111111111
3357,2020-04-24,April,2020,RIS,0.972229192,17.3,5%,33%,594.2798240791644,0.017857143
3358,2020-04-24,April,2020,SCS,#DIV/0!,0.8833333329999999,7%,46%,,
3359,2020-04-24,April,2020,WISE,0.956794935,13.33333333,7%,22%,831.5738444193912,0.0074349440000000015
3374,2020-04-27,April,2020,Client Transactions,0.771263441,0.0,5%,25%,306.94095477386935,0.047619048
3375,2020-04-27,April,2020,Participant Transactions,1.022013094,1.25,3%,18%,392.3503334641036,0.033333333
3376,2020-04-27,April,2020,RAM,0.978051138,1.95,6%,22%,1140.8995414756148,0.023529412000000003
3377,2020-04-27,April,2020,RCS PHONES,#DIV/0!,0.583333333,3%,10%,,0.111111111
3378,2020-04-27,April,2020,RIS,0.992139337,17.78333333,8%,31%,594.0220883534137,0.017857143
3379,2020-04-27,April,2020,SCS,#DIV/0!,5.566666667000001,2%,30%,,
3380,2020-04-27,April,2020,WISE,0.956447069,12.16666667,11%,25%,827.4129308402794,0.0074349440000000015
3381,2020-04-28,April,2020,Client Transactions,0.98362563,0.0,2%,22%,432.89656729900634,0.047619048
3382,2020-04-28,April,2020,Participant Transactions,1.032115839,0.0,3%,20%,323.34768036690775,0.033333333
3383,2020-04-28,April,2020,RAM,0.976628137,0.41666666700000005,2%,27%,1222.0236600676003,0.023529412000000003
3384,2020-04-28,April,2020,RCS PHONES,#DIV/0!,0.0,0%,18%,,0.111111111
3385,2020-04-28,April,2020,RIS,0.976515851,13.91666667,5%,29%,568.0599033816425,0.017857143
3386,2020-04-28,April,2020,SCS,#DIV/0!,1.4166666669999999,1%,42%,,
3387,2020-04-28,April,2020,WISE,0.928387408,11.95,2%,20%,764.8444144798258,0.0074349440000000015
3388,2020-04-29,April,2020,Client Transactions,0.998954874,0.0,0%,16%,508.31549439347606,0.047619048
3389,2020-04-29,April,2020,Participant Transactions,1.007761715,0.0,5%,21%,322.62574447646494,0.033333333
3390,2020-04-29,April,2020,RAM,0.962983702,2.0,2%,32%,1199.5542505592841,0.023529412000000003
3391,2020-04-29,April,2020,RCS PHONES,#DIV/0!,0.0,3%,18%,,0.111111111
3392,2020-04-29,April,2020,RIS,0.980140896,25.68333333,5%,33%,588.3340101522842,0.017857143
